year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2025,0.0,0.0,-0.9451059125774035,-2.8059942266294984,11.493804097977806,2.588496935880004,-0.11867079463056339,1.973973773091593,3.0357898378042076,2.0450929692269004,1.3514230845644262,-0.09915366564153257,18.519656099065937
2026,-0.2953405286061809,-0.381017507048802,-7.152608914106065,5.355580289810297,-3.152182572353024,,,,,,,,-5.625569232303774
Average,-0.14767026430309044,-0.190508753524401,-4.048857413341735,1.2747930315903997,4.1708107628123905,2.588496935880004,-0.11867079463056339,1.973973773091593,3.0357898378042076,2.0450929692269004,1.3514230845644262,-0.09915366564153257,6.447043433381082
