date,net_pnl,equity,total_capital
2025-01-01,0.0,0.0,6409.527034086817
2025-01-02,0.0,0.0,6409.527034086817
2025-01-03,0.0,0.0,6409.527034086817
2025-01-06,0.0,0.0,6409.527034086817
2025-01-07,0.0,0.0,6409.527034086817
2025-01-08,0.0,0.0,6409.527034086817
2025-01-09,0.0,0.0,6409.527034086817
2025-01-10,0.0,0.0,6409.527034086817
2025-01-13,0.0,0.0,6409.527034086817
2025-01-14,0.0,0.0,6409.527034086817
2025-01-15,0.0,0.0,6409.527034086817
2025-01-16,0.0,0.0,6409.527034086817
2025-01-17,0.0,0.0,6409.527034086817
2025-01-20,0.0,0.0,6409.527034086817
2025-01-21,0.0,0.0,6409.527034086817
2025-01-22,0.0,0.0,6409.527034086817
2025-01-23,0.0,0.0,6409.527034086817
2025-01-24,0.0,0.0,6409.527034086817
2025-01-27,0.0,0.0,6409.527034086817
2025-01-28,0.0,0.0,6409.527034086817
2025-01-29,0.0,0.0,6409.527034086817
2025-01-30,0.0,0.0,6409.527034086817
2025-01-31,0.0,0.0,6409.527034086817
2025-02-01,0.0,0.0,6409.527034086817
2025-02-03,0.0,0.0,6409.527034086817
2025-02-04,0.0,0.0,6409.527034086817
2025-02-05,0.0,0.0,6409.527034086817
2025-02-06,0.0,0.0,6409.527034086817
2025-02-07,0.0,0.0,6409.527034086817
2025-02-10,0.0,0.0,6409.527034086817
2025-02-11,0.0,0.0,6409.527034086817
2025-02-12,0.0,0.0,6409.527034086817
2025-02-13,0.0,0.0,6409.527034086817
2025-02-14,0.0,0.0,6409.527034086817
2025-02-17,0.0,0.0,6409.527034086817
2025-02-18,0.0,0.0,6409.527034086817
2025-02-19,0.0,0.0,6409.527034086817
2025-02-20,0.0,0.0,6409.527034086817
2025-02-21,0.0,0.0,6409.527034086817
2025-02-24,0.0,0.0,6409.527034086817
2025-02-25,0.0,0.0,6409.527034086817
2025-02-27,0.0,0.0,6409.527034086817
2025-02-28,0.0,0.0,6409.527034086817
2025-03-03,0.0,0.0,6409.527034086817
2025-03-04,0.0,0.0,6409.527034086817
2025-03-05,0.0,0.0,6409.527034086817
2025-03-06,0.0,0.0,6409.527034086817
2025-03-07,0.0,0.0,6409.527034086817
2025-03-10,0.0,0.0,6409.527034086817
2025-03-11,0.0,0.0,6409.527034086817
2025-03-12,0.0,0.0,6409.527034086817
2025-03-13,0.0,0.0,6409.527034086817
2025-03-17,0.0,0.0,6409.527034086817
2025-03-18,0.0,0.0,6409.527034086817
2025-03-19,0.0,0.0,6409.527034086817
2025-03-20,0.0,0.0,6409.527034086817
2025-03-21,0.0,0.0,6409.527034086817
2025-03-24,0.0,0.0,6409.527034086817
2025-03-25,0.0,0.0,6409.527034086817
2025-03-26,-0.05083409946983329,-0.05083409946983329,6409.527034086817
2025-03-27,31.931856455832182,31.88102235636235,6409.527034086817
2025-03-28,-92.45784132376394,-60.57681896740159,6409.527034086817
2025-04-01,85.51928820113132,24.942469233729724,6409.527034086817
2025-04-02,6.2075424294723005,31.150011663202026,6409.527034086817
2025-04-03,-43.86396280083246,-12.713951137630435,6409.527034086817
2025-04-04,-120.58271423608365,-133.2966653737141,6409.527034086817
2025-04-07,208.55655044471166,75.25988507099757,6409.527034086817
2025-04-08,-97.63768193909283,-22.37779686809526,6409.527034086817
2025-04-09,-33.01863478995667,-55.39643165805193,6409.527034086817
2025-04-11,31.448912277853175,-23.947519380198756,6409.527034086817
2025-04-15,37.94707053288436,13.999551152685605,6409.527034086817
2025-04-16,-12.118699593863731,1.880851558821874,6409.527034086817
2025-04-17,-174.46615683290105,-172.5853052740792,6409.527034086817
2025-04-21,-63.08878021064841,-235.67408548472758,6409.527034086817
2025-04-22,-25.006288723444598,-260.68037420817217,6409.527034086817
2025-04-23,62.121878589175694,-198.55849561899646,6409.527034086817
2025-04-24,-93.96819175552635,-292.5266873745228,6409.527034086817
2025-04-25,89.66365978340157,-202.86302759112124,6409.527034086817
2025-04-28,-119.85370845644698,-322.71673604756825,6409.527034086817
2025-04-29,35.409727498839395,-287.30700854872885,6409.527034086817
2025-04-30,46.87923105059426,-240.4277774981346,6409.527034086817
2025-05-02,138.74851309651422,-101.67926440162037,6409.527034086817
2025-05-05,191.0934351347881,89.41417073316774,6409.527034086817
2025-05-06,0.7515679295411637,90.1657386627089,6409.527034086817
2025-05-07,45.87642544951413,136.04216411222302,6409.527034086817
2025-05-08,-7.137797332412898,128.90436677981012,6409.527034086817
2025-05-09,45.07287691038214,173.97724369019227,6409.527034086817
2025-05-12,-11.847247175082142,162.12999651511012,6409.527034086817
2025-05-13,38.485910848018605,200.6159073631287,6409.527034086817
2025-05-14,56.963571778250255,257.57947914137895,6409.527034086817
2025-05-15,27.213528307162875,284.79300744854186,6409.527034086817
2025-05-16,121.0581408321566,405.85114828069845,6409.527034086817
2025-05-19,15.09671136437331,420.9478596450718,6409.527034086817
2025-05-20,11.321435345599921,432.2692949906717,6409.527034086817
2025-05-21,9.63662085150746,441.9059158421792,6409.527034086817
2025-05-22,-6.531323413449693,435.3745924287295,6409.527034086817
2025-05-23,-3.286021607829633,432.08857082089986,6409.527034086817
2025-05-26,0.32281140945039427,432.4113822303502,6409.527034086817
2025-05-27,9.634622718771052,442.04600494912125,6409.527034086817
2025-05-28,16.081116643699524,458.1271215928208,6409.527034086817
2025-05-29,19.896146658251862,478.02326825107264,6409.527034086817
2025-05-30,18.247435155658685,496.27070340673134,6409.527034086817
2025-06-02,7.756518308955948,504.0272217156873,6409.527034086817
2025-06-03,5.404742854022282,509.4319645697096,6409.527034086817
2025-06-04,-7.246486534483007,502.1854780352266,6409.527034086817
2025-06-05,-16.61722593695257,485.568252098274,6409.527034086817
2025-06-06,-13.197580541272911,472.3706715570011,6409.527034086817
2025-06-09,2.9693493900310597,475.3400209470322,6409.527034086817
2025-06-10,26.02697075731205,501.36699170434423,6409.527034086817
2025-06-11,1.799656865982877,503.1666485703271,6409.527034086817
2025-06-12,12.193298282116624,515.3599468524437,6409.527034086817
2025-06-13,54.8940558819436,570.2540027343873,6409.527034086817
2025-06-16,-40.69583173676117,529.5581709976261,6409.527034086817
2025-06-17,51.174242491292006,580.7324134889182,6409.527034086817
2025-06-18,-10.68663689392068,570.0457765949975,6409.527034086817
2025-06-19,25.65299374771662,595.6987703427142,6409.527034086817
